mes_inicio;provincia_origen;provincia_destino;viajes;viajeros;edicion
2022-08;R¡o Negro;Salta;26;56;previaje 2
2022-08;Salta;Buenos Aires;12;23;previaje 2
2022-08;Salta;Ciudad Aut¢noma de Buenos Aires;26;47;previaje 2
2022-08;Salta;Mendoza;18;48;previaje 2
2022-08;Salta;Neuqu‚n;60;194;previaje 2
2022-08;Salta;R¡o Negro;45;138;previaje 2
2022-08;Salta;Salta;7;24;previaje 2
2022-08;Salta;Santa Cruz;10;19;previaje 2
2022-08;Salta;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;21;55;previaje 2
2022-08;San Juan;Ciudad Aut¢noma de Buenos Aires;4;9;previaje 2
2022-08;San Juan;Misiones;4;11;previaje 2
2022-08;San Juan;R¡o Negro;50;75;previaje 2
2022-08;San Juan;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;3;6;previaje 2
2022-08;San Luis;Buenos Aires;3;9;previaje 2
2022-08;San Luis;Ciudad Aut¢noma de Buenos Aires;5;9;previaje 2
2022-08;San Luis;R¡o Negro;4;11;previaje 2
2022-08;San Luis;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;3;5;previaje 2
2022-08;Santa Cruz;Buenos Aires;7;13;previaje 2
2022-08;Santa Cruz;Ciudad Aut¢noma de Buenos Aires;18;37;previaje 2
2022-08;Santa Cruz;Mendoza;8;14;previaje 2
2022-08;Santa Cruz;R¡o Negro;3;5;previaje 2
2022-08;Santa Cruz;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;6;18;previaje 2
2022-08;Santa Fe;Buenos Aires;62;122;previaje 2
2022-08;Santa Fe;Chubut;17;42;previaje 2
2022-08;Santa Fe;Ciudad Aut¢noma de Buenos Aires;16;32;previaje 2
2022-08;Santa Fe;C¢rdoba;42;79;previaje 2
2022-08;Santa Fe;Entre R¡os;13;29;previaje 2
2022-08;Santa Fe;Jujuy;15;34;previaje 2
2022-08;Santa Fe;Mendoza;200;341;previaje 2
2022-08;Santa Fe;Misiones;109;241;previaje 2
2022-08;Santa Fe;Neuqu‚n;190;625;previaje 2
2022-08;Santa Fe;R¡o Negro;462;1324;previaje 2
2022-08;Santa Fe;Salta;94;220;previaje 2
2022-08;Santa Fe;Santa Cruz;33;97;previaje 2
2022-08;Santa Fe;Santa Fe;4;7;previaje 2
2022-08;Santa Fe;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;239;864;previaje 2
2022-08;Santiago del Estero;Ciudad Aut¢noma de Buenos Aires;6;10;previaje 2
2022-08;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Buenos Aires;15;29;previaje 2
2022-08;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Ciudad Aut¢noma de Buenos Aires;48;84;previaje 2
2022-08;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;C¢rdoba;8;12;previaje 2
2022-08;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Misiones;3;10;previaje 2
2022-08;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Santa Cruz;3;7;previaje 2
2022-08;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;20;54;previaje 2
2022-08;Tucum n;Buenos Aires;11;33;previaje 2
2022-08;Tucum n;Chubut;5;14;previaje 2
2022-08;Tucum n;Ciudad Aut¢noma de Buenos Aires;68;138;previaje 2
2022-08;Tucum n;C¢rdoba;6;13;previaje 2
2022-08;Tucum n;Jujuy;5;14;previaje 2
2022-08;Tucum n;Mendoza;5;25;previaje 2
2022-08;Tucum n;Misiones;6;16;previaje 2
2022-08;Tucum n;Neuqu‚n;31;124;previaje 2
2022-08;Tucum n;R¡o Negro;271;599;previaje 2
2022-08;Tucum n;Salta;7;18;previaje 2
2022-08;Tucum n;Santa Cruz;6;15;previaje 2
2022-08;Tucum n;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;36;79;previaje 2
2022-08;Tucum n;Tucum n;6;20;previaje 2
2022-09;Buenos Aires;Buenos Aires;262;554;previaje 2
2022-09;Buenos Aires;Catamarca;19;42;previaje 2
2022-09;Buenos Aires;Chubut;504;1484;previaje 2
2022-09;Buenos Aires;Ciudad Aut¢noma de Buenos Aires;19;45;previaje 2
2022-09;Buenos Aires;C¢rdoba;1357;2783;previaje 2
2022-09;Buenos Aires;Corrientes;18;53;previaje 2
2022-09;Buenos Aires;Entre R¡os;56;121;previaje 2
2022-09;Buenos Aires;Jujuy;122;315;previaje 2
2022-09;Buenos Aires;La Rioja;26;63;previaje 2
2022-09;Buenos Aires;Mendoza;372;916;previaje 2
2022-09;Buenos Aires;Misiones;461;1362;previaje 2
2022-09;Buenos Aires;Neuqu‚n;442;1458;previaje 2
2022-09;Buenos Aires;R¡o Negro;1498;3859;previaje 2
2022-09;Buenos Aires;Salta;370;974;previaje 2
2022-09;Buenos Aires;San Juan;24;57;previaje 2
2022-09;Buenos Aires;San Luis;9;21;previaje 2
2022-09;Buenos Aires;Santa Cruz;564;1528;previaje 2
2022-09;Buenos Aires;Santa Fe;34;75;previaje 2
2022-09;Buenos Aires;Santiago del Estero;119;389;previaje 2
2022-09;Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;1182;3544;previaje 2
2022-09;Buenos Aires;Tucum n;52;125;previaje 2
2022-09;Catamarca;Buenos Aires;4;6;previaje 2
2022-09;Catamarca;Catamarca;3;9;previaje 2
2022-09;Catamarca;Ciudad Aut¢noma de Buenos Aires;5;14;previaje 2
2022-09;Catamarca;C¢rdoba;4;8;previaje 2
2022-09;Catamarca;R¡o Negro;6;13;previaje 2
2022-09;Chaco;Buenos Aires;5;14;previaje 2
2022-09;Chaco;Chubut;10;18;previaje 2
2022-09;Chaco;Ciudad Aut¢noma de Buenos Aires;18;48;previaje 2
2022-09;Chaco;C¢rdoba;124;196;previaje 2
2022-09;Chaco;Neuqu‚n;3;9;previaje 2
2022-09;Chaco;R¡o Negro;72;164;previaje 2
2022-09;Chaco;Santa Cruz;17;45;previaje 2
2022-09;Chaco;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;13;31;previaje 2
2022-09;Chubut;Buenos Aires;7;18;previaje 2
2022-09;Chubut;Chubut;14;37;previaje 2
2022-09;Chubut;Ciudad Aut¢noma de Buenos Aires;43;79;previaje 2
2022-09;Chubut;Misiones;19;34;previaje 2
2022-09;Chubut;Salta;9;19;previaje 2
2022-09;Chubut;Santa Fe;5;11;previaje 2
2022-09;Chubut;Santiago del Estero;3;6;previaje 2
2022-09;Chubut;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;5;10;previaje 2
2022-09;Chubut;Tucum n;3;6;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Buenos Aires;82;189;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Catamarca;15;53;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Chaco;3;3;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Chubut;796;2004;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Ciudad Aut¢noma de Buenos Aires;38;89;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;C¢rdoba;111;220;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Corrientes;16;39;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Entre R¡os;36;75;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Jujuy;135;334;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;La Rioja;10;26;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Mendoza;221;573;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Misiones;298;838;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Neuqu‚n;232;779;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;R¡o Negro;1004;2686;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Salta;301;766;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;San Juan;19;50;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;San Luis;3;5;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Santa Cruz;385;1046;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Santa Fe;5;14;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Santiago del Estero;22;45;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;897;2571;previaje 2
2022-09;Ciudad Aut¢noma de Buenos Aires;Tucum n;50;128;previaje 2
2022-09;C¢rdoba;Buenos Aires;35;76;previaje 2
2022-09;C¢rdoba;Chubut;134;337;previaje 2
2022-09;C¢rdoba;Ciudad Aut¢noma de Buenos Aires;72;156;previaje 2
2022-09;C¢rdoba;C¢rdoba;26;56;previaje 2
2022-09;C¢rdoba;Jujuy;13;27;previaje 2
2022-09;C¢rdoba;Mendoza;6;11;previaje 2
2022-09;C¢rdoba;Misiones;96;213;previaje 2
2022-09;C¢rdoba;Neuqu‚n;17;45;previaje 2
2022-09;C¢rdoba;R¡o Negro;146;362;previaje 2
2022-09;C¢rdoba;Salta;21;37;previaje 2
2022-09;C¢rdoba;Santa Cruz;216;472;previaje 2
2022-09;C¢rdoba;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;209;494;previaje 2
2022-09;C¢rdoba;Tucum n;4;5;previaje 2
2022-09;Corrientes;Buenos Aires;5;12;previaje 2
2022-09;Corrientes;Chubut;5;9;previaje 2
2022-09;Corrientes;Ciudad Aut¢noma de Buenos Aires;11;24;previaje 2
2022-09;Corrientes;C¢rdoba;17;33;previaje 2
2022-09;Corrientes;R¡o Negro;101;235;previaje 2
2022-09;Corrientes;Santa Cruz;4;15;previaje 2
2022-09;Corrientes;Santa Fe;7;14;previaje 2
2022-09;Corrientes;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;13;32;previaje 2
2022-09;Entre R¡os;Chubut;32;63;previaje 2
2022-09;Entre R¡os;Ciudad Aut¢noma de Buenos Aires;3;6;previaje 2
2022-09;Entre R¡os;C¢rdoba;16;28;previaje 2
2022-09;Entre R¡os;Corrientes;25;37;previaje 2
2022-09;Entre R¡os;Jujuy;3;10;previaje 2
2022-09;Entre R¡os;La Rioja;3;8;previaje 2
2022-09;Entre R¡os;Mendoza;56;79;previaje 2
2022-09;Entre R¡os;Misiones;30;57;previaje 2
2022-09;Entre R¡os;Neuqu‚n;4;13;previaje 2
2022-09;Entre R¡os;R¡o Negro;66;126;previaje 2
2022-09;Entre R¡os;Salta;10;18;previaje 2
2022-09;Entre R¡os;San Luis;4;9;previaje 2
2022-09;Entre R¡os;Santa Cruz;19;51;previaje 2
2022-09;Entre R¡os;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;34;77;previaje 2
2022-09;Formosa;Ciudad Aut¢noma de Buenos Aires;4;5;previaje 2
2022-09;Jujuy;Buenos Aires;7;22;previaje 2
2022-09;Jujuy;Chubut;3;6;previaje 2
2022-09;Jujuy;Ciudad Aut¢noma de Buenos Aires;11;36;previaje 2
2022-09;Jujuy;C¢rdoba;18;36;previaje 2
2022-09;Jujuy;Jujuy;3;10;previaje 2
2022-09;La Pampa;Ciudad Aut¢noma de Buenos Aires;3;6;previaje 2
2022-09;La Pampa;Misiones;5;14;previaje 2
2022-09;La Pampa;Neuqu‚n;4;14;previaje 2
2022-09;La Pampa;R¡o Negro;4;7;previaje 2
2022-09;La Pampa;Santa Cruz;5;20;previaje 2
2022-09;La Pampa;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;6;22;previaje 2
2022-09;La Rioja;Buenos Aires;5;12;previaje 2
2022-09;La Rioja;Ciudad Aut¢noma de Buenos Aires;5;7;previaje 2
2022-09;La Rioja;R¡o Negro;11;14;previaje 2
2022-09;Mendoza;Buenos Aires;27;56;previaje 2
2022-09;Mendoza;Chubut;8;23;previaje 2
2022-09;Mendoza;Ciudad Aut¢noma de Buenos Aires;54;119;previaje 2
2022-09;Mendoza;C¢rdoba;4;13;previaje 2
2022-09;Mendoza;Entre R¡os;3;6;previaje 2
2022-09;Mendoza;Mendoza;11;27;previaje 2
2022-09;Mendoza;Misiones;15;34;previaje 2
2022-09;Mendoza;Neuqu‚n;3;8;previaje 2
2022-09;Mendoza;R¡o Negro;18;45;previaje 2
2022-09;Mendoza;Salta;13;28;previaje 2
2022-09;Mendoza;San Luis;3;7;previaje 2
2022-09;Mendoza;Santa Cruz;18;31;previaje 2
2022-09;Mendoza;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;41;82;previaje 2
2022-09;Misiones;Buenos Aires;5;11;previaje 2
2022-09;Misiones;Ciudad Aut¢noma de Buenos Aires;12;24;previaje 2
2022-09;Misiones;C¢rdoba;16;34;previaje 2
2022-09;Misiones;Mendoza;6;13;previaje 2
2022-09;Misiones;Misiones;3;8;previaje 2
2022-09;Misiones;R¡o Negro;12;34;previaje 2
2022-09;Misiones;Santa Cruz;27;44;previaje 2
2022-09;Misiones;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;37;68;previaje 2
2022-09;Neuqu‚n;Buenos Aires;10;22;previaje 2
2022-09;Neuqu‚n;Chubut;5;14;previaje 2
2022-09;Neuqu‚n;Ciudad Aut¢noma de Buenos Aires;37;75;previaje 2
2022-09;Neuqu‚n;C¢rdoba;16;31;previaje 2
2022-09;Neuqu‚n;Jujuy;5;16;previaje 2
2022-09;Neuqu‚n;Misiones;9;26;previaje 2
2022-09;Neuqu‚n;Neuqu‚n;13;47;previaje 2
2022-09;Neuqu‚n;R¡o Negro;4;7;previaje 2
2022-09;Neuqu‚n;Salta;36;105;previaje 2
2022-09;Neuqu‚n;Santiago del Estero;4;16;previaje 2
2022-09;Neuqu‚n;Tucum n;3;10;previaje 2
2022-09;R¡o Negro;Buenos Aires;15;36;previaje 2
2022-09;R¡o Negro;Chaco;4;8;previaje 2
2022-09;R¡o Negro;Chubut;8;20;previaje 2
2022-09;R¡o Negro;Ciudad Aut¢noma de Buenos Aires;46;90;previaje 2
2022-09;R¡o Negro;C¢rdoba;6;13;previaje 2
2022-09;R¡o Negro;Jujuy;4;8;previaje 2
2022-09;R¡o Negro;Misiones;15;41;previaje 2
2022-09;R¡o Negro;Neuqu‚n;20;55;previaje 2
2022-09;R¡o Negro;R¡o Negro;13;38;previaje 2
2022-09;R¡o Negro;Salta;25;54;previaje 2
2022-09;R¡o Negro;Santa Fe;3;3;previaje 2
2022-09;R¡o Negro;Santiago del Estero;4;8;previaje 2
2022-09;R¡o Negro;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;4;9;previaje 2
2022-09;Salta;Buenos Aires;25;50;previaje 2
2022-09;Salta;Chubut;15;60;previaje 2
2022-09;Salta;Ciudad Aut¢noma de Buenos Aires;41;89;previaje 2
2022-09;Salta;Jujuy;6;18;previaje 2
2022-09;Salta;Mendoza;11;25;previaje 2
2022-09;Salta;Misiones;34;102;previaje 2
2022-09;Salta;Neuqu‚n;23;93;previaje 2
2022-09;Salta;R¡o Negro;59;194;previaje 2
2022-09;Salta;Salta;13;39;previaje 2
2022-09;Salta;Santa Cruz;67;147;previaje 2
2022-09;Salta;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;46;139;previaje 2
2022-09;Salta;Tucum n;3;11;previaje 2
2022-09;San Juan;Buenos Aires;6;17;previaje 2
2022-09;San Juan;Chubut;3;7;previaje 2
2022-09;San Juan;Ciudad Aut¢noma de Buenos Aires;6;13;previaje 2
2022-09;San Juan;Misiones;3;10;previaje 2
2022-09;San Juan;R¡o Negro;53;73;previaje 2
2022-09;San Juan;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;9;27;previaje 2
2022-09;San Luis;Mendoza;4;15;previaje 2
2022-09;San Luis;R¡o Negro;34;62;previaje 2
2022-09;San Luis;Santa Cruz;3;6;previaje 2
2022-09;Santa Cruz;Ciudad Aut¢noma de Buenos Aires;13;15;previaje 2
2022-09;Santa Cruz;C¢rdoba;7;17;previaje 2
2022-09;Santa Cruz;Jujuy;4;4;previaje 2
2022-09;Santa Cruz;Santa Cruz;5;18;previaje 2
2022-09;Santa Cruz;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;12;33;previaje 2
2022-09;Santa Fe;Buenos Aires;6;14;previaje 2
2022-09;Santa Fe;Chubut;92;242;previaje 2
2022-09;Santa Fe;Ciudad Aut¢noma de Buenos Aires;21;55;previaje 2
2022-09;Santa Fe;C¢rdoba;70;148;previaje 2
2022-09;Santa Fe;Corrientes;8;20;previaje 2
2022-09;Santa Fe;Jujuy;17;43;previaje 2
2022-09;Santa Fe;Mendoza;164;316;previaje 2
2022-09;Santa Fe;Misiones;80;179;previaje 2
2022-09;Santa Fe;Neuqu‚n;33;109;previaje 2
2022-09;Santa Fe;R¡o Negro;245;768;previaje 2
2022-09;Santa Fe;Salta;85;231;previaje 2
2022-09;Santa Fe;San Juan;3;7;previaje 2
2022-09;Santa Fe;Santa Cruz;162;397;previaje 2
2022-09;Santa Fe;Santa Fe;13;25;previaje 2
2022-09;Santa Fe;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;198;513;previaje 2
2022-09;Santa Fe;Tucum n;3;5;previaje 2
2022-09;Santiago del Estero;Chubut;8;17;previaje 2
2022-09;Santiago del Estero;Ciudad Aut¢noma de Buenos Aires;11;23;previaje 2
2022-09;Santiago del Estero;R¡o Negro;6;18;previaje 2
2022-09;Santiago del Estero;Santa Cruz;6;11;previaje 2
2022-09;Santiago del Estero;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;3;5;previaje 2
2022-09;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Buenos Aires;29;56;previaje 2
2022-09;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Chaco;5;5;previaje 2
2022-09;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Ciudad Aut¢noma de Buenos Aires;51;78;previaje 2
2022-09;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;C¢rdoba;29;40;previaje 2
2022-09;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Jujuy;3;10;previaje 2
2022-09;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Salta;8;22;previaje 2
2022-09;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Santa Cruz;3;6;previaje 2
2022-09;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;4;10;previaje 2
2022-09;Tucum n;Buenos Aires;23;52;previaje 2
2022-09;Tucum n;Chubut;3;5;previaje 2
2022-09;Tucum n;Ciudad Aut¢noma de Buenos Aires;60;139;previaje 2
2022-09;Tucum n;C¢rdoba;35;46;previaje 2
2022-09;Tucum n;Misiones;4;15;previaje 2
2022-09;Tucum n;Neuqu‚n;10;31;previaje 2
2022-09;Tucum n;R¡o Negro;30;78;previaje 2
2022-09;Tucum n;Salta;15;32;previaje 2
2022-09;Tucum n;Santa Cruz;38;93;previaje 2
2022-09;Tucum n;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;33;92;previaje 2
2022-09;Tucum n;Tucum n;3;5;previaje 2
2022-10;Buenos Aires;Buenos Aires;827;1758;previaje 2
2022-10;Buenos Aires;Catamarca;13;24;previaje 2
2022-10;Buenos Aires;Chubut;659;1840;previaje 2
2022-10;Buenos Aires;Ciudad Aut¢noma de Buenos Aires;46;117;previaje 2
2022-10;Buenos Aires;C¢rdoba;681;1317;previaje 2
2022-10;Buenos Aires;Corrientes;9;21;previaje 2
2022-10;Buenos Aires;Entre R¡os;182;363;previaje 2
2022-10;Buenos Aires;Jujuy;102;273;previaje 2
2022-10;Buenos Aires;La Rioja;16;36;previaje 2
2022-10;Buenos Aires;Mendoza;430;992;previaje 2
2022-10;Buenos Aires;Misiones;368;1121;previaje 2
2022-10;Buenos Aires;Neuqu‚n;91;244;previaje 2
2022-10;Buenos Aires;R¡o Negro;422;1075;previaje 2
2022-10;Buenos Aires;Salta;271;769;previaje 2
2022-10;Buenos Aires;San Juan;32;74;previaje 2
2022-10;Buenos Aires;San Luis;7;14;previaje 2
2022-10;Buenos Aires;Santa Cruz;464;1217;previaje 2
2022-10;Buenos Aires;Santa Fe;5;10;previaje 2
2022-10;Buenos Aires;Santiago del Estero;51;148;previaje 2
2022-10;Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;438;1133;previaje 2
2022-10;Buenos Aires;Tucum n;43;107;previaje 2
2022-10;Catamarca;Catamarca;4;16;previaje 2
2022-10;Catamarca;Ciudad Aut¢noma de Buenos Aires;25;55;previaje 2
2022-10;Catamarca;R¡o Negro;6;17;previaje 2
2022-10;Catamarca;Santa Cruz;12;87;previaje 2
2022-10;Catamarca;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;4;29;previaje 2
2022-10;Chaco;Buenos Aires;10;25;previaje 2
2022-10;Chaco;Chaco;5;8;previaje 2
2022-10;Chaco;Chubut;7;20;previaje 2
2022-10;Chaco;Ciudad Aut¢noma de Buenos Aires;47;94;previaje 2
2022-10;Chaco;C¢rdoba;492;909;previaje 2
2022-10;Chaco;Mendoza;12;35;previaje 2
2022-10;Chaco;R¡o Negro;15;45;previaje 2
2022-10;Chaco;Santa Cruz;6;15;previaje 2
2022-10;Chaco;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;10;26;previaje 2
2022-10;Chubut;Buenos Aires;3;7;previaje 2
2022-10;Chubut;Chubut;18;56;previaje 2
2022-10;Chubut;Ciudad Aut¢noma de Buenos Aires;61;127;previaje 2
2022-10;Chubut;Jujuy;4;12;previaje 2
2022-10;Chubut;Mendoza;6;18;previaje 2
2022-10;Chubut;Misiones;9;22;previaje 2
2022-10;Chubut;R¡o Negro;40;77;previaje 2
2022-10;Chubut;Salta;19;50;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Buenos Aires;119;237;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Catamarca;10;20;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Chaco;4;8;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Chubut;701;1961;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Ciudad Aut¢noma de Buenos Aires;58;129;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;C¢rdoba;1023;1944;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Corrientes;10;15;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Entre R¡os;16;36;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Jujuy;95;277;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;La Rioja;24;53;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Mendoza;321;783;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Misiones;251;755;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Neuqu‚n;80;188;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;R¡o Negro;360;890;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Salta;230;665;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;San Juan;41;103;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;San Luis;6;15;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Santa Cruz;453;1155;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Santiago del Estero;35;90;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;370;935;previaje 2
2022-10;Ciudad Aut¢noma de Buenos Aires;Tucum n;48;105;previaje 2
2022-10;C¢rdoba;Buenos Aires;120;256;previaje 2
2022-10;C¢rdoba;Chubut;69;191;previaje 2
2022-10;C¢rdoba;Ciudad Aut¢noma de Buenos Aires;258;573;previaje 2
2022-10;C¢rdoba;C¢rdoba;188;398;previaje 2
2022-10;C¢rdoba;Jujuy;7;15;previaje 2
2022-10;C¢rdoba;Mendoza;24;45;previaje 2
2022-10;C¢rdoba;Misiones;54;165;previaje 2
2022-10;C¢rdoba;Neuqu‚n;13;28;previaje 2
2022-10;C¢rdoba;R¡o Negro;72;182;previaje 2
2022-10;C¢rdoba;Salta;5;13;previaje 2
2022-10;C¢rdoba;Santa Cruz;186;479;previaje 2
2022-10;C¢rdoba;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;181;462;previaje 2
2022-10;Corrientes;Buenos Aires;3;8;previaje 2
2022-10;Corrientes;Chubut;13;34;previaje 2
2022-10;Corrientes;Ciudad Aut¢noma de Buenos Aires;39;97;previaje 2
2022-10;Corrientes;C¢rdoba;33;64;previaje 2
2022-10;Corrientes;R¡o Negro;3;7;previaje 2
2022-10;Entre R¡os;Buenos Aires;3;4;previaje 2
2022-10;Entre R¡os;Chubut;26;88;previaje 2
2022-10;Entre R¡os;Ciudad Aut¢noma de Buenos Aires;4;9;previaje 2
2022-10;Entre R¡os;C¢rdoba;379;643;previaje 2
2022-10;Entre R¡os;Jujuy;15;23;previaje 2
2022-10;Entre R¡os;Mendoza;4;10;previaje 2
2022-10;Entre R¡os;R¡o Negro;87;171;previaje 2
2022-10;Entre R¡os;Salta;43;68;previaje 2
2022-10;Entre R¡os;San Juan;3;5;previaje 2
2022-10;Entre R¡os;Santa Cruz;13;28;previaje 2
2022-10;Entre R¡os;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;26;63;previaje 2
2022-10;Formosa;Ciudad Aut¢noma de Buenos Aires;11;20;previaje 2
2022-10;Formosa;C¢rdoba;3;6;previaje 2
2022-10;Jujuy;Chubut;3;6;previaje 2
2022-10;Jujuy;Ciudad Aut¢noma de Buenos Aires;23;51;previaje 2
2022-10;Jujuy;C¢rdoba;12;34;previaje 2
2022-10;Jujuy;Santa Cruz;9;29;previaje 2
2022-10;Jujuy;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;3;6;previaje 2
2022-10;La Pampa;Buenos Aires;69;105;previaje 2
2022-10;La Pampa;Ciudad Aut¢noma de Buenos Aires;6;12;previaje 2
2022-10;La Pampa;Santa Cruz;6;14;previaje 2
2022-10;La Rioja;Buenos Aires;7;15;previaje 2
2022-10;La Rioja;Ciudad Aut¢noma de Buenos Aires;24;53;previaje 2
2022-10;La Rioja;R¡o Negro;12;20;previaje 2
2022-10;La Rioja;Santa Cruz;5;11;previaje 2
2022-10;Mendoza;Buenos Aires;101;220;previaje 2
2022-10;Mendoza;Chubut;19;45;previaje 2
2022-10;Mendoza;Ciudad Aut¢noma de Buenos Aires;276;662;previaje 2
2022-10;Mendoza;C¢rdoba;11;49;previaje 2
2022-10;Mendoza;Mendoza;5;12;previaje 2
2022-10;Mendoza;Misiones;8;18;previaje 2
2022-10;Mendoza;R¡o Negro;47;110;previaje 2
2022-10;Mendoza;Salta;14;31;previaje 2
2022-10;Mendoza;Santa Cruz;49;107;previaje 2
2022-10;Mendoza;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;39;90;previaje 2
2022-10;Misiones;Buenos Aires;5;11;previaje 2
2022-10;Misiones;Chubut;6;13;previaje 2
2022-10;Misiones;Ciudad Aut¢noma de Buenos Aires;30;69;previaje 2
2022-10;Misiones;C¢rdoba;12;23;previaje 2
2022-10;Misiones;Mendoza;4;8;previaje 2
2022-10;Misiones;R¡o Negro;9;20;previaje 2
2022-10;Misiones;Santa Cruz;8;12;previaje 2
2022-10;Misiones;Tierra del Fuego, Ant rtida e Islas del Atl ntico Sur;11;19;previaje 2
